Date,Region,demand_MU
11/10/2015,Gujarat,264.4
11/10/2015,Maharashtra,413.8
11/10/2015,Tamil Nadu,144
11/10/2015,Uttar Pradesh,255.9
11/11/2015,Gujarat,225.9
11/11/2015,Maharashtra,362
11/11/2015,Tamil Nadu,170.1
11/11/2015,Uttar Pradesh,268.8
11/12/2015,Gujarat,200.4
11/12/2015,Maharashtra,358
11/12/2015,Tamil Nadu,196.9
11/12/2015,Uttar Pradesh,261.8
11/13/2015,Gujarat,210.4
11/13/2015,Maharashtra,365.1
11/13/2015,Tamil Nadu,205.1
11/13/2015,Uttar Pradesh,253.1
11/14/2015,Gujarat,224.6
11/14/2015,Maharashtra,373.4
11/14/2015,Tamil Nadu,211
11/14/2015,Uttar Pradesh,241.7
11/15/2015,Gujarat,231
11/15/2015,Maharashtra,378.9
11/15/2015,Tamil Nadu,187.8
11/15/2015,Uttar Pradesh,231.4
11/16/2015,Gujarat,246
11/16/2015,Maharashtra,402.3
11/16/2015,Tamil Nadu,190.6
11/16/2015,Uttar Pradesh,230.5
11/17/2015,Gujarat,252.8
11/17/2015,Maharashtra,409.1
11/17/2015,Tamil Nadu,212.2
11/17/2015,Uttar Pradesh,231.7
11/18/2015,Gujarat,254.9
11/18/2015,Maharashtra,398.7
11/18/2015,Tamil Nadu,220.1
11/18/2015,Uttar Pradesh,233.5
11/19/2015,Gujarat,260.9
11/19/2015,Maharashtra,392.5
11/19/2015,Tamil Nadu,222.6
11/19/2015,Uttar Pradesh,223.2
11/20/2015,Gujarat,265.2
11/20/2015,Maharashtra,393
11/20/2015,Tamil Nadu,222.8
11/20/2015,Uttar Pradesh,219
11/21/2015,Gujarat,269.2
11/21/2015,Maharashtra,404.2
11/21/2015,Tamil Nadu,215.3
11/21/2015,Uttar Pradesh,216.9
11/22/2015,Gujarat,262
11/22/2015,Maharashtra,381
11/22/2015,Tamil Nadu,198.3
11/22/2015,Uttar Pradesh,230.3
11/23/2015,Gujarat,278.1
11/23/2015,Maharashtra,387.8
11/23/2015,Tamil Nadu,207.1
11/23/2015,Uttar Pradesh,224.4
11/24/2015,Gujarat,281
11/24/2015,Maharashtra,396.8
11/24/2015,Tamil Nadu,216.7
11/24/2015,Uttar Pradesh,231.3
11/25/2015,Gujarat,275.9
11/25/2015,Maharashtra,404.1
11/25/2015,Tamil Nadu,228.7
11/25/2015,Uttar Pradesh,224.7
11/26/2015,Gujarat,277.8
11/26/2015,Maharashtra,391
11/26/2015,Tamil Nadu,228.7
11/26/2015,Uttar Pradesh,224.8
11/27/2015,Gujarat,267.2
11/27/2015,Maharashtra,395.3
11/27/2015,Tamil Nadu,238.3
11/27/2015,Uttar Pradesh,225.9
11/28/2015,Gujarat,260.2
11/28/2015,Maharashtra,392.5
11/28/2015,Tamil Nadu,235.1
11/28/2015,Uttar Pradesh,226.9
11/29/2015,Gujarat,248.8
11/29/2015,Maharashtra,381.6
11/29/2015,Tamil Nadu,214.2
11/29/2015,Uttar Pradesh,217.9
11/30/2015,Gujarat,266.4
11/30/2015,Maharashtra,402.1
11/30/2015,Tamil Nadu,212.7
11/30/2015,Uttar Pradesh,219.8
12/1/2015,Gujarat,270.9
12/1/2015,Maharashtra,413.3
12/1/2015,Tamil Nadu,208.4
12/1/2015,Uttar Pradesh,236.7
12/2/2015,Gujarat,266
12/2/2015,Maharashtra,413.1
12/2/2015,Tamil Nadu,185.7
12/2/2015,Uttar Pradesh,200.1
12/3/2015,Gujarat,267.3
12/3/2015,Maharashtra,406.2
12/3/2015,Tamil Nadu,185
12/3/2015,Uttar Pradesh,205.7
12/4/2015,Gujarat,268.6
12/4/2015,Maharashtra,397.9
12/4/2015,Tamil Nadu,193.7
12/4/2015,Uttar Pradesh,217.3
12/5/2015,Gujarat,270
12/5/2015,Maharashtra,393.9
12/5/2015,Tamil Nadu,197.4
12/5/2015,Uttar Pradesh,229.2
12/6/2015,Gujarat,255.9
12/6/2015,Maharashtra,378.5
12/6/2015,Tamil Nadu,183.4
12/6/2015,Uttar Pradesh,218.8
12/7/2015,Gujarat,268.9
12/7/2015,Maharashtra,392.3
12/7/2015,Tamil Nadu,200.9
12/7/2015,Uttar Pradesh,216.2
12/8/2015,Gujarat,269.2
12/8/2015,Maharashtra,396.1
12/8/2015,Tamil Nadu,211.7
12/8/2015,Uttar Pradesh,221.5
12/9/2015,Gujarat,270.2
12/9/2015,Maharashtra,393.6
12/9/2015,Tamil Nadu,211.1
12/9/2015,Uttar Pradesh,225.8
12/10/2015,Gujarat,273
12/10/2015,Maharashtra,399.7
12/10/2015,Tamil Nadu,217.2
12/10/2015,Uttar Pradesh,222.5
12/11/2015,Gujarat,269.7
12/11/2015,Maharashtra,396
12/11/2015,Tamil Nadu,227.4
12/11/2015,Uttar Pradesh,228.8
12/12/2015,Gujarat,264.1
12/12/2015,Maharashtra,394.6
12/12/2015,Tamil Nadu,230.5
12/12/2015,Uttar Pradesh,230.4
12/13/2015,Gujarat,256.2
12/13/2015,Maharashtra,385.4
12/13/2015,Tamil Nadu,212.6
12/13/2015,Uttar Pradesh,228.3
12/14/2015,Gujarat,262.9
12/14/2015,Maharashtra,402
12/14/2015,Tamil Nadu,231.7
12/14/2015,Uttar Pradesh,218.8
12/15/2015,Gujarat,264.4
12/15/2015,Maharashtra,408.2
12/15/2015,Tamil Nadu,232.2
12/15/2015,Uttar Pradesh,220.7
12/16/2015,Gujarat,262
12/16/2015,Maharashtra,409.6
12/16/2015,Tamil Nadu,238.2
12/16/2015,Uttar Pradesh,226.8
12/17/2015,Gujarat,266.2
12/17/2015,Maharashtra,398.8
12/17/2015,Tamil Nadu,242.1
12/17/2015,Uttar Pradesh,226.9
12/18/2015,Gujarat,267
12/18/2015,Maharashtra,389.1
12/18/2015,Tamil Nadu,246.7
12/18/2015,Uttar Pradesh,232.4
12/19/2015,Gujarat,266.5
12/19/2015,Maharashtra,387.2
12/19/2015,Tamil Nadu,244.2
12/19/2015,Uttar Pradesh,232.7
12/20/2015,Gujarat,266.5
12/20/2015,Maharashtra,387.2
12/20/2015,Tamil Nadu,231.7
12/20/2015,Uttar Pradesh,230.4
12/21/2015,Gujarat,266.5
12/21/2015,Maharashtra,387.2
12/21/2015,Tamil Nadu,250
12/21/2015,Uttar Pradesh,234.4
12/22/2015,Gujarat,265.4
12/22/2015,Maharashtra,386.2
12/22/2015,Tamil Nadu,258.4
12/22/2015,Uttar Pradesh,240.1
12/23/2015,Gujarat,262
12/23/2015,Maharashtra,382.6
12/23/2015,Tamil Nadu,264.6
12/23/2015,Uttar Pradesh,244.1
12/24/2015,Gujarat,263
12/24/2015,Maharashtra,371.9
12/24/2015,Tamil Nadu,266.2
12/24/2015,Uttar Pradesh,242.8
12/25/2015,Gujarat,262.5
12/25/2015,Maharashtra,345.5
12/25/2015,Tamil Nadu,260.6
12/25/2015,Uttar Pradesh,249.8
12/26/2015,Gujarat,260.9
12/26/2015,Maharashtra,351.4
12/26/2015,Tamil Nadu,255.8
12/26/2015,Uttar Pradesh,245.9
12/27/2015,Gujarat,255.9
12/27/2015,Maharashtra,344.2
12/27/2015,Tamil Nadu,242.4
12/27/2015,Uttar Pradesh,238.2
12/28/2015,Gujarat,265.7
12/28/2015,Maharashtra,360.3
12/28/2015,Tamil Nadu,255.1
12/28/2015,Uttar Pradesh,236.3
12/29/2015,Gujarat,272.1
12/29/2015,Maharashtra,368.1
12/29/2015,Tamil Nadu,261.8
12/29/2015,Uttar Pradesh,229.1
12/30/2015,Gujarat,270.8
12/30/2015,Maharashtra,368.3
12/30/2015,Tamil Nadu,262.5
12/30/2015,Uttar Pradesh,230.5
12/31/2015,Gujarat,275.6
12/31/2015,Maharashtra,369.5
12/31/2015,Tamil Nadu,264.9
12/31/2015,Uttar Pradesh,228
12/31/2015,Gujarat,275.6
12/31/2015,Maharashtra,369.5
12/31/2015,Tamil Nadu,264.9
12/31/2015,Uttar Pradesh,228
1/1/2016,Gujarat,273.3
1/1/2016,Maharashtra,352.4
1/1/2016,Tamil Nadu,254.6
1/1/2016,Uttar Pradesh,237
1/2/2016,Gujarat,275.9
1/2/2016,Maharashtra,368.1
1/2/2016,Tamil Nadu,249.6
1/2/2016,Uttar Pradesh,236.9
1/3/2016,Gujarat,270.1
1/3/2016,Maharashtra,360.8
1/3/2016,Tamil Nadu,245.6
1/3/2016,Uttar Pradesh,236.5
1/4/2016,Gujarat,277.4
1/4/2016,Maharashtra,374.7
1/4/2016,Tamil Nadu,271.2
1/4/2016,Uttar Pradesh,243.8
1/5/2016,Gujarat,278.3
1/5/2016,Maharashtra,380.4
1/5/2016,Tamil Nadu,257.2
1/5/2016,Uttar Pradesh,246.1
1/6/2016,Gujarat,278.1
1/6/2016,Maharashtra,384.4
1/6/2016,Tamil Nadu,272.8
1/6/2016,Uttar Pradesh,242.8
1/7/2016,Gujarat,282.2
1/7/2016,Maharashtra,376.5
1/7/2016,Tamil Nadu,272
1/7/2016,Uttar Pradesh,240
1/8/2016,Gujarat,282.1
1/8/2016,Maharashtra,373.7
1/8/2016,Tamil Nadu,276
1/8/2016,Uttar Pradesh,237.7
1/9/2016,Gujarat,280.6
1/9/2016,Maharashtra,373.5
1/9/2016,Tamil Nadu,275.6
1/9/2016,Uttar Pradesh,238.6
1/10/2016,Gujarat,270.9
1/10/2016,Maharashtra,362.8
1/10/2016,Tamil Nadu,256.9
1/10/2016,Uttar Pradesh,233.6
1/11/2016,Gujarat,277.9
1/11/2016,Maharashtra,375.9
1/11/2016,Tamil Nadu,258.7
1/11/2016,Uttar Pradesh,234.6
1/12/2016,Gujarat,280.1
1/12/2016,Maharashtra,381.2
1/12/2016,Tamil Nadu,274
1/12/2016,Uttar Pradesh,240.3
1/13/2016,Gujarat,278.8
1/13/2016,Maharashtra,382.6
1/13/2016,Tamil Nadu,274.2
1/13/2016,Uttar Pradesh,237
1/14/2016,Gujarat,225.1
1/14/2016,Maharashtra,381.9
1/14/2016,Tamil Nadu,265.1
1/14/2016,Uttar Pradesh,228.7
1/15/2016,Gujarat,240.4
1/15/2016,Maharashtra,375.5
1/15/2016,Tamil Nadu,225.9
1/15/2016,Uttar Pradesh,229
1/16/2016,Gujarat,266.8
1/16/2016,Maharashtra,376
1/16/2016,Tamil Nadu,213.4
1/16/2016,Uttar Pradesh,238.6
1/17/2016,Gujarat,267.6
1/17/2016,Maharashtra,362.5
1/17/2016,Tamil Nadu,217.2
1/17/2016,Uttar Pradesh,239.9
1/18/2016,Gujarat,273.4
1/18/2016,Maharashtra,373.3
1/18/2016,Tamil Nadu,250.1
1/18/2016,Uttar Pradesh,235.3
1/19/2016,Gujarat,272.6
1/19/2016,Maharashtra,375.3
1/19/2016,Tamil Nadu,269.3
1/19/2016,Uttar Pradesh,233
1/20/2016,Gujarat,269.8
1/20/2016,Maharashtra,372.3
1/20/2016,Tamil Nadu,277.2
1/20/2016,Uttar Pradesh,205.7
1/21/2016,Gujarat,272.7
1/21/2016,Maharashtra,361.9
1/21/2016,Tamil Nadu,278
1/21/2016,Uttar Pradesh,234
1/22/2016,Gujarat,273
1/22/2016,Maharashtra,360.7
1/22/2016,Tamil Nadu,276.9
1/22/2016,Uttar Pradesh,234.1
1/23/2016,Gujarat,271
1/23/2016,Maharashtra,366.6
1/23/2016,Tamil Nadu,271.9
1/23/2016,Uttar Pradesh,233.7
1/24/2016,Gujarat,267.8
1/24/2016,Maharashtra,355.7
1/24/2016,Tamil Nadu,259.5
1/24/2016,Uttar Pradesh,231.7
1/25/2016,Gujarat,275.1
1/25/2016,Maharashtra,367.9
1/25/2016,Tamil Nadu,268.6
1/25/2016,Uttar Pradesh,240.4
1/26/2016,Gujarat,261.4
1/26/2016,Maharashtra,333.8
1/26/2016,Tamil Nadu,257.1
1/26/2016,Uttar Pradesh,239.5
1/27/2016,Gujarat,271.4
1/27/2016,Maharashtra,366.7
1/27/2016,Tamil Nadu,275.8
1/27/2016,Uttar Pradesh,240.6
1/28/2016,Gujarat,280.2
1/28/2016,Maharashtra,377.2
1/28/2016,Tamil Nadu,284.4
1/28/2016,Uttar Pradesh,238
1/29/2016,Gujarat,283.3
1/29/2016,Maharashtra,367.9
1/29/2016,Tamil Nadu,283.6
1/29/2016,Uttar Pradesh,236.7
1/30/2016,Gujarat,284.1
1/30/2016,Maharashtra,378
1/30/2016,Tamil Nadu,274.2
1/30/2016,Uttar Pradesh,235.5
1/31/2016,Gujarat,272.6
1/31/2016,Maharashtra,373.1
1/31/2016,Tamil Nadu,263.4
1/31/2016,Uttar Pradesh,230.7
2/1/2016,Gujarat,277.3
2/1/2016,Maharashtra,387.9
2/1/2016,Tamil Nadu,273.5
2/1/2016,Uttar Pradesh,233.9
2/2/2016,Gujarat,277.4
2/2/2016,Maharashtra,389.4
2/2/2016,Tamil Nadu,278
2/2/2016,Uttar Pradesh,234.5
2/3/2016,Gujarat,275.3
2/3/2016,Maharashtra,391.6
2/3/2016,Tamil Nadu,284.2
2/3/2016,Uttar Pradesh,237.7
2/4/2016,Gujarat,275.8
2/4/2016,Maharashtra,386.1
2/4/2016,Tamil Nadu,278.9
2/4/2016,Uttar Pradesh,239
2/5/2016,Gujarat,278.4
2/5/2016,Maharashtra,382.1
2/5/2016,Tamil Nadu,283.2
2/5/2016,Uttar Pradesh,239.4
2/6/2016,Gujarat,277.8
2/6/2016,Maharashtra,382.2
2/6/2016,Tamil Nadu,281.6
2/6/2016,Uttar Pradesh,232.5
2/7/2016,Gujarat,270.3
2/7/2016,Maharashtra,368.8
2/7/2016,Tamil Nadu,260.6
2/7/2016,Uttar Pradesh,229.1
2/8/2016,Gujarat,272.5
2/8/2016,Maharashtra,384
2/8/2016,Tamil Nadu,283.9
2/8/2016,Uttar Pradesh,228.7
2/9/2016,Gujarat,278.6
2/9/2016,Maharashtra,395.3
2/9/2016,Tamil Nadu,289
2/9/2016,Uttar Pradesh,236.9
2/10/2016,Gujarat,276.1
2/10/2016,Maharashtra,395.9
2/10/2016,Tamil Nadu,288.9
2/10/2016,Uttar Pradesh,241.9
2/11/2016,Gujarat,280.1
2/11/2016,Maharashtra,385.4
2/11/2016,Tamil Nadu,292.2
2/11/2016,Uttar Pradesh,240.1
2/12/2016,Gujarat,282.4
2/12/2016,Maharashtra,379.1
2/12/2016,Tamil Nadu,289.8
2/12/2016,Uttar Pradesh,240.2
2/13/2016,Gujarat,278.2
2/13/2016,Maharashtra,377.6
2/13/2016,Tamil Nadu,293.3
2/13/2016,Uttar Pradesh,231.8
2/14/2016,Gujarat,265.2
2/14/2016,Maharashtra,368.2
2/14/2016,Tamil Nadu,269.1
2/14/2016,Uttar Pradesh,233
2/15/2016,Gujarat,272.9
2/15/2016,Maharashtra,389.6
2/15/2016,Tamil Nadu,288.3
2/15/2016,Uttar Pradesh,232.9
2/16/2016,Gujarat,275.9
2/16/2016,Maharashtra,397.2
2/16/2016,Tamil Nadu,292.9
2/16/2016,Uttar Pradesh,256
2/17/2016,Gujarat,278.6
2/17/2016,Maharashtra,401.6
2/17/2016,Tamil Nadu,294.3
2/17/2016,Uttar Pradesh,239.6
2/18/2016,Gujarat,287
2/18/2016,Maharashtra,395.3
2/18/2016,Tamil Nadu,291.5
2/18/2016,Uttar Pradesh,238.1
2/19/2016,Gujarat,291.5
2/19/2016,Maharashtra,392.9
2/19/2016,Tamil Nadu,298.8
2/19/2016,Uttar Pradesh,242.8
2/20/2016,Gujarat,288.2
2/20/2016,Maharashtra,402.4
2/20/2016,Tamil Nadu,299
2/20/2016,Uttar Pradesh,232.3
2/21/2016,Gujarat,277.1
2/21/2016,Maharashtra,393.8
2/21/2016,Tamil Nadu,288.4
2/21/2016,Uttar Pradesh,221.5
2/22/2016,Gujarat,281.6
2/22/2016,Maharashtra,399
2/22/2016,Tamil Nadu,300.1
2/22/2016,Uttar Pradesh,228.9
2/23/2016,Gujarat,284.6
2/23/2016,Maharashtra,409.1
2/23/2016,Tamil Nadu,297.1
2/23/2016,Uttar Pradesh,235.6
2/24/2016,Gujarat,285.1
2/24/2016,Maharashtra,411
2/24/2016,Tamil Nadu,301.6
2/24/2016,Uttar Pradesh,240.2
2/25/2016,Gujarat,290.6
2/25/2016,Maharashtra,391.8
2/25/2016,Tamil Nadu,304.3
2/25/2016,Uttar Pradesh,235.8
2/25/2016,Gujarat,290.6
2/25/2016,Maharashtra,391.8
2/25/2016,Tamil Nadu,304.3
2/25/2016,Uttar Pradesh,235.8
2/26/2016,Gujarat,287.6
2/26/2016,Maharashtra,401.3
2/26/2016,Tamil Nadu,305.1
2/26/2016,Uttar Pradesh,246.1
2/27/2016,Gujarat,288.8
2/27/2016,Maharashtra,400.4
2/27/2016,Tamil Nadu,300.4
2/27/2016,Uttar Pradesh,249
2/28/2016,Gujarat,282.1
2/28/2016,Maharashtra,390.2
2/28/2016,Tamil Nadu,285.1
2/28/2016,Uttar Pradesh,236.8
3/1/2016,Gujarat,296.9
3/1/2016,Maharashtra,390.7
3/1/2016,Tamil Nadu,303.6
3/1/2016,Uttar Pradesh,249.2
3/2/2016,Gujarat,300
3/2/2016,Maharashtra,396.9
3/2/2016,Tamil Nadu,303.9
3/2/2016,Uttar Pradesh,250.7
3/3/2016,Gujarat,294.3
3/3/2016,Maharashtra,392.6
3/3/2016,Tamil Nadu,305.6
3/3/2016,Uttar Pradesh,252.5
3/4/2016,Gujarat,301.5
3/4/2016,Maharashtra,376.5
3/4/2016,Tamil Nadu,310.4
3/4/2016,Uttar Pradesh,256.1
3/5/2016,Gujarat,296.6
3/5/2016,Maharashtra,396.3
3/5/2016,Tamil Nadu,307.2
3/5/2016,Uttar Pradesh,245
3/6/2016,Gujarat,288.3
3/6/2016,Maharashtra,388.4
3/6/2016,Tamil Nadu,286.7
3/6/2016,Uttar Pradesh,211
3/6/2016,Gujarat,288.3
3/6/2016,Maharashtra,388.4
3/6/2016,Tamil Nadu,286.7
3/6/2016,Uttar Pradesh,211
3/8/2016,Gujarat,287.6
3/8/2016,Maharashtra,401.3
3/8/2016,Tamil Nadu,308.8
3/8/2016,Uttar Pradesh,217.9
3/9/2016,Gujarat,298.8
3/9/2016,Maharashtra,420
3/9/2016,Tamil Nadu,314.4
3/9/2016,Uttar Pradesh,237.8
3/10/2016,Gujarat,303.3
3/10/2016,Maharashtra,421.4
3/10/2016,Tamil Nadu,310.6
3/10/2016,Uttar Pradesh,238.6
3/11/2016,Gujarat,304
3/11/2016,Maharashtra,421.4
3/11/2016,Tamil Nadu,312.8
3/11/2016,Uttar Pradesh,238.6
3/12/2016,Gujarat,296.6
3/12/2016,Maharashtra,417
3/12/2016,Tamil Nadu,311.2
3/12/2016,Uttar Pradesh,214.5
3/13/2016,Gujarat,282.3
3/13/2016,Maharashtra,390.9
3/13/2016,Tamil Nadu,296.8
3/13/2016,Uttar Pradesh,202.3
3/14/2016,Gujarat,291.6
3/14/2016,Maharashtra,406.8
3/14/2016,Tamil Nadu,305.1
3/14/2016,Uttar Pradesh,212.3
3/15/2016,Gujarat,292
3/15/2016,Maharashtra,417.8
3/15/2016,Tamil Nadu,318.4
3/15/2016,Uttar Pradesh,228.2
3/16/2016,Gujarat,292
3/16/2016,Maharashtra,417.9
3/16/2016,Tamil Nadu,321
3/16/2016,Uttar Pradesh,238.4
3/17/2016,Gujarat,299.6
3/17/2016,Maharashtra,421.8
3/17/2016,Tamil Nadu,320.3
3/17/2016,Uttar Pradesh,247.3
3/18/2016,Gujarat,304
3/18/2016,Maharashtra,424.3
3/18/2016,Tamil Nadu,323.6
3/18/2016,Uttar Pradesh,242.1
3/19/2016,Gujarat,300.5
3/19/2016,Maharashtra,425.1
3/19/2016,Tamil Nadu,316.1
3/19/2016,Uttar Pradesh,255.4
3/20/2016,Gujarat,290
3/20/2016,Maharashtra,409.7
3/20/2016,Tamil Nadu,296.7
3/20/2016,Uttar Pradesh,255
3/21/2016,Gujarat,301
3/21/2016,Maharashtra,417.4
3/21/2016,Tamil Nadu,312.4
3/21/2016,Uttar Pradesh,250.1
3/22/2016,Gujarat,302.1
3/22/2016,Maharashtra,428.8
3/22/2016,Tamil Nadu,325.8
3/22/2016,Uttar Pradesh,242.1
3/24/2016,Gujarat,231.7
3/24/2016,Maharashtra,384.5
3/24/2016,Tamil Nadu,321.6
3/24/2016,Uttar Pradesh,283.8
3/26/2016,Gujarat,295.8
3/26/2016,Maharashtra,426.4
3/26/2016,Tamil Nadu,319.3
3/26/2016,Uttar Pradesh,257.2
3/27/2016,Gujarat,289.2
3/27/2016,Maharashtra,410.5
3/27/2016,Tamil Nadu,304.8
3/27/2016,Uttar Pradesh,249.3
3/28/2016,Gujarat,297.4
3/28/2016,Maharashtra,420.4
3/28/2016,Tamil Nadu,312.4
3/28/2016,Uttar Pradesh,251.4
3/29/2016,Gujarat,298.2
3/29/2016,Maharashtra,435.3
3/29/2016,Tamil Nadu,325.1
3/29/2016,Uttar Pradesh,257.9
3/30/2016,Gujarat,298.3
3/30/2016,Maharashtra,434
3/30/2016,Tamil Nadu,323.6
3/30/2016,Uttar Pradesh,243.8
3/31/2016,Gujarat,301.4
3/31/2016,Maharashtra,424.9
3/31/2016,Tamil Nadu,321.4
3/31/2016,Uttar Pradesh,266.6
4/1/2016,Gujarat,302.5
4/1/2016,Maharashtra,416.9
4/1/2016,Tamil Nadu,323.3
4/1/2016,Uttar Pradesh,276.2
4/2/2016,Gujarat,304.9
4/2/2016,Maharashtra,423.1
4/2/2016,Tamil Nadu,322.8
4/2/2016,Uttar Pradesh,273.7
4/3/2016,Gujarat,294.4
4/3/2016,Maharashtra,420
4/3/2016,Tamil Nadu,310.6
4/3/2016,Uttar Pradesh,278.3
4/4/2016,Gujarat,303.8
4/4/2016,Maharashtra,436.8
4/4/2016,Tamil Nadu,314.2
4/4/2016,Uttar Pradesh,284.6
4/5/2016,Gujarat,302.6
4/5/2016,Maharashtra,435.3
4/5/2016,Tamil Nadu,321.6
4/5/2016,Uttar Pradesh,280.8
4/6/2016,Gujarat,298.8
4/6/2016,Maharashtra,430.8
4/6/2016,Tamil Nadu,329
4/6/2016,Uttar Pradesh,283
4/7/2016,Gujarat,306.2
4/7/2016,Maharashtra,425
4/7/2016,Tamil Nadu,326.5
4/7/2016,Uttar Pradesh,277
4/8/2016,Gujarat,304.5
4/8/2016,Maharashtra,407.6
4/8/2016,Tamil Nadu,330.3
4/8/2016,Uttar Pradesh,276
4/9/2016,Gujarat,301.2
4/9/2016,Maharashtra,423.2
4/9/2016,Tamil Nadu,322.2
4/9/2016,Uttar Pradesh,277
4/10/2016,Gujarat,295.8
4/10/2016,Maharashtra,421.8
4/10/2016,Tamil Nadu,303.6
4/10/2016,Uttar Pradesh,272.8
4/12/2016,Gujarat,311.5
4/12/2016,Maharashtra,445.5
4/12/2016,Tamil Nadu,327.4
4/12/2016,Uttar Pradesh,257.2
4/13/2016,Gujarat,309.8
4/13/2016,Maharashtra,450.3
4/13/2016,Tamil Nadu,334.4
4/13/2016,Uttar Pradesh,257
4/14/2016,Gujarat,315.2
4/14/2016,Maharashtra,443.4
4/14/2016,Tamil Nadu,321.6
4/14/2016,Uttar Pradesh,279.3
4/15/2016,Gujarat,313.5
4/15/2016,Maharashtra,433.8
4/15/2016,Tamil Nadu,330.2
4/15/2016,Uttar Pradesh,285.1
4/16/2016,Gujarat,312.2
4/16/2016,Maharashtra,438.1
4/16/2016,Tamil Nadu,334.5
4/16/2016,Uttar Pradesh,297.8
4/17/2016,Gujarat,297.4
4/17/2016,Maharashtra,422.7
4/17/2016,Tamil Nadu,315
4/17/2016,Uttar Pradesh,299.1
4/18/2016,Gujarat,307.9
4/18/2016,Maharashtra,443.1
4/18/2016,Tamil Nadu,330.4
4/18/2016,Uttar Pradesh,305.3
4/19/2016,Gujarat,310.1
4/19/2016,Maharashtra,448
4/19/2016,Tamil Nadu,337.6
4/19/2016,Uttar Pradesh,296.2
4/20/2016,Gujarat,310.5
4/20/2016,Maharashtra,455.7
4/20/2016,Tamil Nadu,338.1
4/20/2016,Uttar Pradesh,297.3
4/21/2016,Gujarat,310.6
4/21/2016,Maharashtra,446
4/21/2016,Tamil Nadu,338.3
4/21/2016,Uttar Pradesh,271.4
4/22/2016,Gujarat,304.8
4/22/2016,Maharashtra,424.5
4/22/2016,Tamil Nadu,333.9
4/22/2016,Uttar Pradesh,277.3
4/23/2016,Gujarat,307.1
4/23/2016,Maharashtra,423.1
4/23/2016,Tamil Nadu,337.9
4/23/2016,Uttar Pradesh,297.2
4/24/2016,Gujarat,296.9
4/24/2016,Maharashtra,413.5
4/24/2016,Tamil Nadu,316.4
4/24/2016,Uttar Pradesh,284.5
4/25/2016,Gujarat,307.5
4/25/2016,Maharashtra,429.2
4/25/2016,Tamil Nadu,330.4
4/25/2016,Uttar Pradesh,292.3
4/26/2016,Gujarat,306.5
4/26/2016,Maharashtra,433.3
4/26/2016,Tamil Nadu,337
4/26/2016,Uttar Pradesh,293.8
4/27/2016,Gujarat,302.6
4/27/2016,Maharashtra,434.5
4/27/2016,Tamil Nadu,336
4/27/2016,Uttar Pradesh,294.9
4/28/2016,Gujarat,311
4/28/2016,Maharashtra,434.4
4/28/2016,Tamil Nadu,344.2
4/28/2016,Uttar Pradesh,301.7
4/29/2016,Gujarat,313.1
4/29/2016,Maharashtra,430.6
4/29/2016,Tamil Nadu,340.7
4/29/2016,Uttar Pradesh,311.5
4/30/2016,Gujarat,313
4/30/2016,Maharashtra,432
4/30/2016,Tamil Nadu,335.7
4/30/2016,Uttar Pradesh,315.6
5/1/2016,Gujarat,300.1
5/1/2016,Maharashtra,391.1
5/1/2016,Tamil Nadu,312.9
5/1/2016,Uttar Pradesh,305.1
5/2/2016,Gujarat,311.6
5/2/2016,Maharashtra,430.1
5/2/2016,Tamil Nadu,330.2
5/2/2016,Uttar Pradesh,315.7
5/3/2016,Gujarat,315.6
5/3/2016,Maharashtra,439.6
5/3/2016,Tamil Nadu,341.1
5/3/2016,Uttar Pradesh,314.6
5/4/2016,Gujarat,313.6
5/4/2016,Maharashtra,440.2
5/4/2016,Tamil Nadu,344.3
5/4/2016,Uttar Pradesh,288
5/5/2016,Gujarat,316.2
5/5/2016,Maharashtra,432.6
5/5/2016,Tamil Nadu,341.7
5/5/2016,Uttar Pradesh,273.3
5/6/2016,Gujarat,314.8
5/6/2016,Maharashtra,414
5/6/2016,Tamil Nadu,332
5/6/2016,Uttar Pradesh,284.6
5/7/2016,Gujarat,313.7
5/7/2016,Maharashtra,421.6
5/7/2016,Tamil Nadu,317.2
5/7/2016,Uttar Pradesh,286.7
5/8/2016,Gujarat,301.3
5/8/2016,Maharashtra,408.2
5/8/2016,Tamil Nadu,298.8
5/8/2016,Uttar Pradesh,306.5
5/9/2016,Gujarat,313.2
5/9/2016,Maharashtra,420.7
5/9/2016,Tamil Nadu,308.3
5/9/2016,Uttar Pradesh,313.5
5/10/2016,Gujarat,313.1
5/10/2016,Maharashtra,417.5
5/10/2016,Tamil Nadu,321.6
5/10/2016,Uttar Pradesh,310.7
5/10/2016,Gujarat,313.1
5/10/2016,Maharashtra,417.5
5/10/2016,Tamil Nadu,321.6
5/10/2016,Uttar Pradesh,310.7
5/11/2016,Gujarat,315.8
5/11/2016,Maharashtra,422.1
5/11/2016,Tamil Nadu,311.7
5/11/2016,Uttar Pradesh,298
5/12/2016,Gujarat,319
5/12/2016,Maharashtra,429.1
5/12/2016,Tamil Nadu,309.7
5/12/2016,Uttar Pradesh,322.6
5/13/2016,Gujarat,319.9
5/13/2016,Maharashtra,425
5/13/2016,Tamil Nadu,325
5/13/2016,Uttar Pradesh,325.4
5/14/2016,Gujarat,316.1
5/14/2016,Maharashtra,429
5/14/2016,Tamil Nadu,322.9
5/14/2016,Uttar Pradesh,320.7
5/15/2016,Gujarat,305.5
